skill,id,name,x,y,group,orbit,orbitIndex,isNotable,isKeystone,isJewelSocket
30300,getting_hit6,Thorns,-10990.2,1288.76,94,2,2,False,False,False
3188,getting_hit9,Revenge,-11406.2,1430.79,94,3,18,True,False,False
46051,mastery_thorns309,Thorns Mastery,-11072.2,1430.79,94,0,0,False,False,False
55190,jewel_slot1971,[Jewel] Socket,-10939.4,6.395,95,1,0,False,False,True
41012,fire49_,Fire Damage and Armour ,-10916.6,-2156.56,96,0,0,False,False,False
24630,fire40,Fulmination,-10708.8,2443.13,97,0,0,True,False,False
52669,fire75,Flamekeeper,-10699.2,174.465,98,0,0,True,False,False
47469,mastery_fire_6513,Fire Mastery,-10695.4,165.045,99,0,0,False,False,False
47387,lightning68,Stormkeeper,-10694.6,-176.705,100,0,0,True,False,False
63482,mastery_lightning148,Lightning Mastery,-10692,-175.715,101,0,0,False,False,False
1200,attributes70,Attribute,-10682.8,933.305,102,4,36,False,False,False
13326,fire69,Fire Damage,-10676.8,493.755,103,0,0,False,False,False
47080,lightning60,Lightning Damage,-10673.3,-593.395,104,0,0,False,False,False
28982,strength48,Attribute,-10667.7,-1117.08,105,0,0,False,False,False
64489,area_attacks33,Attack Area,-10736.4,2189.32,106,2,14,False,False,False
25162,area_attacks34,Attack Area,-10572.4,2189.32,106,2,10,False,False,False
6952,area_attacks35,Attack Area,-10818.4,2047.3,106,2,18,False,False,False
750,area_attacks36,Tribal Fury,-10736.4,1905.27,106,2,22,True,False,False
3348,wolf11,Spirit of the Wolf,-10650,-3724.53,107,0,0,True,False,False
48314,wolf5,Shapeshifted Skill Speed,-10650,-3509.98,108,0,0,False,False,False
43941,wolf2_,Shapeshifted Skill Speed,-10648.1,-3316.27,109,0,0,False,False,False
17348,fire17,Ignite Magnitude,-10856.7,3116.65,110,7,17,False,False,False
11433,fire20,Fire Damage,-10615.2,2801.94,110,7,0,False,False,False
15522,fire21_,Ignite Magnitude,-10851.3,2815.77,110,3,21,False,False,False
13893,fire_penetration20,Fire Penetration and Stun Buildup,-10373.7,2987.24,110,7,5,False,False,False
11275,fire_penetration21,Fire Penetration,-10615.2,3301.94,110,7,12,False,False,False
42390,fire_penetration27,Overheating Blow,-10448.3,2593.37,110,4,4,True,False,False
44753,ignite_mitigation6,One With Flame,-10615.2,3051.94,110,0,0,True,False,False
63608,mastery_fire_6518,Fire Mastery,-10615.2,3051.94,110,0,0,False,False,False
440,shield13,Shield Block,-10594.1,-4757.69,111,0,0,False,False,False
14509,glory22,Rage on Melee Hit,-10507,-3092.24,112,3,1,False,False,False
589,glory23,Rage on Melee Hit,-10351.9,-2834.33,112,7,5,False,False,False
46399,glory24_,Rage on Melee Hit,-10528.7,-2528.14,112,7,11,False,False,False
50820,glory25,Glory Generation,-10834.9,-2704.92,112,7,17,False,False,False
65472,glory26,Glory Generation,-10829.6,-3005.8,112,3,21,False,False,False
9323,glory27_,Craving Slaughter,-10635.9,-2928.04,112,2,23,True,False,False
40395,mastery_attack4,Attack Mastery,-10593.4,-2769.62,112,0,0,False,False,False
18593,lightning61,Lightning Damage,-10577.4,-391.035,113,0,0,False,False,False
65192,oracle_totems1,Totem Cast and Attack Speed,-10489.2,-6063.76,114,3,11,False,False,False
33423,oracle_totems2,Totem Cast and Attack Speed,-10640.4,-6144.89,114,7,13,False,False,False
15672,oracle_totems3_,Totem Elemental Resistance,-10334.2,-6451.08,114,7,5,False,False,False
6999,oracle_totems4,Totem Elemental Resistance,-10253,-6299.93,114,3,7,False,False,False
59908,oracle_totems5,Totem Area of Effect,-10662.1,-6708.99,114,3,23,False,False,False
36197,oracle_totems6,Totem Placement Speed,-10898.3,-6472.82,114,3,19,False,False,False
27096,oracle_totems7,Rustle of the Leaves,-10792.2,-6261.38,114,7,16,True,False,False
45400,oracle_totems8,Mighty Trunk,-10450.7,-6602.88,114,7,2,True,False,False
63170,oracle_totems9,Totem Cast and Attack Speed and Elemental Resistance,-10339.5,-6150.2,114,3,9,False,False,False
13691,oracle_totems_mastery1,Totem Mastery,-10575.7,-6386.38,114,0,0,False,False,False
37113,lightning50,Lightning Damage,-10559.1,-803.165,115,0,0,False,False,False
8850,wolf10,Shapeshifted Critical Chance,-10520.3,-3933.98,116,0,0,False,False,False
61896,wolf6,Shapeshifted Critical Chance,-10520.3,-3710.82,117,0,0,False,False,False
2617,fire68,Fire Damage,-10463.6,671.215,118,0,0,False,False,False
61393,wolf1,Shapeshifted Damage,-10448.6,-3316.27,119,0,0,False,False,False
55897,oracle_wolf_addon1,Shapeshifted Mana Regeneration,-10443.8,-4121.17,120,0,0,False,False,False
50767,mastery_shapeshifting_6685,Shapeshifting Mastery,-10439.9,-3664.92,121,2,0,False,False,False
20289,wolf18,Frozen Claw,-10439.9,-3500.92,121,0,0,True,False,False
14432,oracle_wolf_addon2,Lunar Boon,-10437.9,-4316.54,122,0,0,True,False,False
41768,strength47,Attribute,-10398.4,-2166.4,123,0,0,False,False,False
55188,fire70,Fire Damage,-10390.8,399.025,124,0,0,False,False,False
17349,energy_shield_and_armour10,Armour and Energy Shield,-10375,-5555.09,125,7,0,False,False,False
5728,energy_shield_and_armour11,Ancient Aegis,-10158.4,-5430.09,125,7,4,True,False,False
23940,energy_shield_and_armour12,Fortified Aegis,-10591.5,-5430.09,125,7,20,True,False,False
14342,energy_shield_and_armour5,Armour and Energy Shield,-10591.5,-5180.09,125,7,16,False,False,False
49256,energy_shield_and_armour6_,Armour and Energy Shield,-10375,-4971.09,125,3,12,False,False,False
14439,energy_shield_and_armour7,Armour and Energy Shield,-10158.4,-5180.09,125,7,8,False,False,False
58138,mastery_armour_and_energy_shield_6274,Armour and Energy Shield Mastery,-10375,-5223.09,125,1,6,False,False,False
46384,shield10,Wide Barrier,-9952.33,-5061.09,125,4,24,True,False,False
33402,shield11,Shield Block,-10863,-5305.09,125,4,54,False,False,False
58125,shield12,Shield Block,-10797.6,-5549.09,125,4,60,False,False,False
6133,shield14_,Core of the Guardian,-10797.6,-5061.09,125,4,48,True,False,False
10681,shield18_,Defensive Stance,-10375,-5793.09,125,4,0,True,False,False
27581,shield7,Shield Block,-9952.33,-5549.09,125,4,12,False,False,False
50510,shield8,Shield Block,-9886.96,-5305.09,125,4,18,False,False,False
55888,energy_shield_and_armour8,Armour and Energy Shield,-10371.3,-4590.02,126,0,0,False,False,False
53354,wolf4,Shapeshifted Life Leech,-10368.8,-3710.82,127,0,0,False,False,False
33408,wolf9,Shapeshifted Life Leech,-10368.6,-3933.98,128,0,0,False,False,False
30141,attributes15,Attribute,-10364.8,5.965,129,0,0,False,False,False
