skill,id,name,x,y,group,orbit,orbitIndex,isNotable,isKeystone,isJewelSocket
20391,oracle_crab_claw8,Block Chance,-11616.9,-3109.83,91,3,15,False,False,False
16947,oracle_crab_claw9_,Shelter from the Rain,-11868.7,-3346,91,4,54,True,False,False
18713,oracle_crab_claw_mastery1,Armour and Energy Shield Mastery,-11380.7,-3346,91,0,0,False,False,False
65,chill_and_freeze19_,Freeze Buildup,-10952.1,-597.249,93,2,7,False,False,False
36504,chill_and_freeze20,Freeze Buildup,-11068.1,-481.283,93,2,11,False,False,False
55260,chill_and_freeze21,Freeze Threshold,-11153,-798.107,93,2,23,False,False,False
19751,chill_and_freeze22,Freeze Threshold,-11269,-682.141,93,2,19,False,False,False
15698,chill_and_freeze23,Freeze Buildup,-10933.8,-816.472,93,7,3,False,False,False
35618,chill_and_freeze25,Cold Coat,-11287.3,-462.918,93,7,15,True,False,False
47387,lightning68,Stormkeeper,-10694.6,-176.705,100,0,0,True,False,False
63482,mastery_lightning148,Lightning Mastery,-10692,-175.715,101,0,0,False,False,False
47080,lightning60,Lightning Damage,-10673.3,-593.395,104,0,0,False,False,False
18593,lightning61,Lightning Damage,-10577.4,-391.035,113,0,0,False,False,False
65192,oracle_totems1,Totem Cast and Attack Speed,-10489.2,-6063.76,114,3,11,False,False,False
33423,oracle_totems2,Totem Cast and Attack Speed,-10640.4,-6144.89,114,7,13,False,False,False
15672,oracle_totems3_,Totem Elemental Resistance,-10334.2,-6451.08,114,7,5,False,False,False
6999,oracle_totems4,Totem Elemental Resistance,-10253,-6299.93,114,3,7,False,False,False
59908,oracle_totems5,Totem Area of Effect,-10662.1,-6708.99,114,3,23,False,False,False
36197,oracle_totems6,Totem Placement Speed,-10898.3,-6472.82,114,3,19,False,False,False
27096,oracle_totems7,Rustle of the Leaves,-10792.2,-6261.38,114,7,16,True,False,False
45400,oracle_totems8,Mighty Trunk,-10450.7,-6602.88,114,7,2,True,False,False
63170,oracle_totems9,Totem Cast and Attack Speed and Elemental Resistance,-10339.5,-6150.2,114,3,9,False,False,False
13691,oracle_totems_mastery1,Totem Mastery,-10575.7,-6386.38,114,0,0,False,False,False
37113,lightning50,Lightning Damage,-10559.1,-803.165,115,0,0,False,False,False
8850,wolf10,Shapeshifted Critical Chance,-10520.3,-3933.98,116,0,0,False,False,False
61896,wolf6,Shapeshifted Critical Chance,-10520.3,-3710.82,117,0,0,False,False,False
17349,energy_shield_and_armour10,Armour and Energy Shield,-10375,-5555.09,125,7,0,False,False,False
5728,energy_shield_and_armour11,Ancient Aegis,-10158.4,-5430.09,125,7,4,True,False,False
23940,energy_shield_and_armour12,Fortified Aegis,-10591.5,-5430.09,125,7,20,True,False,False
14342,energy_shield_and_armour5,Armour and Energy Shield,-10591.5,-5180.09,125,7,16,False,False,False
49256,energy_shield_and_armour6_,Armour and Energy Shield,-10375,-4971.09,125,3,12,False,False,False
14439,energy_shield_and_armour7,Armour and Energy Shield,-10158.4,-5180.09,125,7,8,False,False,False
58138,mastery_armour_and_energy_shield_6274,Armour and Energy Shield Mastery,-10375,-5223.09,125,1,6,False,False,False
46384,shield10,Wide Barrier,-9952.33,-5061.09,125,4,24,True,False,False
33402,shield11,Shield Block,-10863,-5305.09,125,4,54,False,False,False
58125,shield12,Shield Block,-10797.6,-5549.09,125,4,60,False,False,False
6133,shield14_,Core of the Guardian,-10797.6,-5061.09,125,4,48,True,False,False
10681,shield18_,Defensive Stance,-10375,-5793.09,125,4,0,True,False,False
27581,shield7,Shield Block,-9952.33,-5549.09,125,4,12,False,False,False
50510,shield8,Shield Block,-9886.96,-5305.09,125,4,18,False,False,False
55888,energy_shield_and_armour8,Armour and Energy Shield,-10371.3,-4590.02,126,0,0,False,False,False
4442,maximum_resistances10,Armour Applies to Lightning Damage Hits,-9598.33,999.917,154,3,10,False,False,False
59886,maximum_resistances11,Armour Applies to Lightning Damage Hits,-9169.88,988.325,154,5,23,False,False,False
62313,maximum_resistances2,Armour Applies to Fire Damage Hits,-10412.3,824.752,154,5,52,False,False,False
62034,maximum_resistances21,Prism Guard,-9765.33,710.665,154,0,0,True,False,False
55931,maximum_resistances3_,Armour Applies to Fire Damage Hits,-10099.3,710.665,154,3,18,False,False,False
33939,maximum_resistances6,Armour Applies to Cold Damage Hits,-9598.33,421.413,154,3,2,False,False,False
6872,maximum_resistances7_,Armour Applies to Cold Damage Hits,-9598.42,252.095,154,4,4,False,False,False
53123,shaman1,Shaman,-9985.55,-2055.78,155,7,18,False,False,False
43250,shaman12,Adaptive Skin,-9485.55,-2055.78,155,7,6,True,False,False
34818,shaman2,Fire Resistance,-9694.55,-2126.8,155,1,1,False,False,False
22697,shaman3,Lightning Resistance,-9653.55,-1913.76,155,2,10,False,False,False
8421,shaman4,Cold Resistance,-9817.55,-2197.81,155,2,22,False,False,False
35404,shaman5,Cold Resistance,-9610.55,-2272.29,155,7,2,False,False,False
5862,shaman6__,Lightning Resistance,-9860.55,-1839.28,155,7,14,False,False,False
54982,shaman7,Fire Resistance,-9776.55,-1984.77,155,1,7,False,False,False
31290,energy_shield_and_armour52,Armour and Energy Shield,-9604.92,-4177.5,169,7,22,False,False,False
37609,energy_shield_and_armour53,Armour and Energy Shield,-9479.92,-3960.99,169,0,0,False,False,False
60332,energy_shield_and_armour54,Armour and Energy Shield,-9263.42,-4085.99,169,7,4,False,False,False
32764,energy_shield_and_armour55_,Armour and Energy Shield,-9696.43,-3835.99,169,7,16,False,False,False
21213,energy_shield_and_armour56_,Cirel of Tarth's Light,-9354.92,-3744.49,169,7,10,True,False,False
61847,flail7,Flail Critical Chance,-9265.01,-2982.99,175,0,0,False,False,False
17587,oracle_slow_crit_mastery1,Critical Mastery,-9329.14,-875.705,176,1,9,False,False,False
59039,oracle_slow_crits1,Critical Damage,-9361.23,-228.686,176,5,38,False,False,False
28223,oracle_slow_crits2,Critical Damage,-9204.61,-389.562,176,4,35,False,False,False
6100,oracle_slow_crits3,Critical Damage,-9182.44,-634.224,176,7,11,False,False,False
20963,oracle_slow_crits4__,Calculated Hunter,-9411.14,-875.705,176,2,18,True,False,False
49370,flail11,Morning Star,-9222.33,-2717.44,183,2,18,True,False,False
32148,flail15,Rattling Ball,-8976.33,-2859.47,183,2,2,True,False,False
8535,flail18,Spiked Whip,-8976.33,-2575.42,183,2,10,True,False,False
43443,flail8,Flail Critical Chance,-9058.33,-2717.44,183,0,0,False,False,False
41747,flail6,Flail Critical Chance,-9050.55,-3180.38,185,0,0,False,False,False
10824,energy_shield_and_armour45_,Armour and Energy Shield,-8364.03,-2026.93,189,4,19,False,False,False
25648,energy_shield_and_armour46,Armour and Energy Shield,-8633.67,-1944.46,189,7,8,False,False,False
43077,energy_shield_and_armour47,Armour and Energy Shield,-9308.75,-2236.37,189,4,58,False,False,False
58894,energy_shield_and_armour48,Dominus' Providence,-8807.73,-2227.88,189,2,1,True,False,False
15825,energy_shield_and_armour49_,Bhatair's Storm,-8992.2,-1987.46,189,2,16,True,False,False
45736,energy_shield_and_armour50,Armour and Energy Shield,-8850.17,-1819.46,189,7,12,False,False,False
26592,energy_shield_and_armour51,Armour and Energy Shield,-9172.79,-2155.91,189,3,19,False,False,False
30393,mastery_energyshield107,Armour and Energy Shield Mastery,-8850.17,-2069.46,189,0,0,False,False,False
25315,armour38,Armour and Applies to Cold Damage,-8176.71,2248.71,212,2,2,False,False,False
25591,armour39,Armour and Applies to Cold Damage,-8116.69,2472.73,212,2,8,False,False,False
19820,armour40,Armour and Applies to Cold Damage,-8400.74,2308.73,212,2,20,False,False,False
5686,armour41,Chillproof,-8340.71,2532.76,212,2,14,True,False,False
12005,mastery_shapeshifting_6687,Shapeshifting Mastery,-8263.64,-7988.58,215,2,23,False,False,False
28489,oracle_wyvern_addon1,Shapeshifted Skill Effect Duration,-8347.5,-8301.54,215,4,69,False,False,False
56890,oracle_wyvern_addon2,Endlessly Soaring,-8391.24,-8464.78,215,5,69,True,False,False
33562,wyvern1,Shapeshifted Damage,-8221.2,-7830.17,215,0,0,False,False,False
41609,wyvern10,Shapeshifted Energy Shield Recharge,-7574.18,-7716.08,215,5,20,False,False,False
31010,wyvern11,Shapeshifted Energy Shield Delay,-7778.92,-7623.93,215,4,23,False,False,False
27611,wyvern12__,Shapeshifted Elemental Damage,-8471.2,-7830.17,215,7,18,False,False,False
27216,wyvern13__,Shapeshifted Energy Shield Delay,-8004.69,-7955.17,215,7,4,False,False,False
30546,wyvern14,Electrified Claw,-8285.9,-8071.65,215,7,23,True,False,False
57273,wyvern18,Shapeshifted Damage,-8094.89,-7358.79,215,4,33,False,False,False
60619,wyvern4,Scales of the Wyvern,-7749.82,-7956.47,215,4,15,True,False,False
26104,wyvern5,Spirit of the Wyvern,-8692.57,-7703.86,215,4,51,True,False,False
43282,wyvern6,Shapeshifted Elemental Damage,-8981.59,-7475.59,215,6,49,False,False,False
55672,wyvern7,Shapeshifted Accuracy Rating,-8724.49,-7407.85,215,5,46,False,False,False
32186,wyvern8,Shapeshifted Accuracy Rating,-8501.1,-7430.42,215,4,43,False,False,False
541,wyvern9,Shapeshifted Energy Shield Recharge,-7385.39,-7903.29,215,6,17,False,False,False
31779,mastery_power_charge_6642_,Power Charge Mastery,-8166.54,-4543.78,220,0,0,False,False,False
20791,power_endurance_charges1,Power Charge Duration and Energy Shield,-8084.54,-4401.76,220,2,10,False,False,False
13777,power_endurance_charges2,Power Charge Duration and Energy Shield,-8282.51,-4427.82,220,2,15,False,False,False
38532,power_endurance_charges3,Thirst for Power,-8308.57,-4625.78,220,2,20,True,False,False
59061,criticals31,Critical Damage,-7937.59,-5348.53,228,2,6,False,False,False
2672,criticals32_,Spell Critical Damage,-8019.59,-5490.56,228,2,2,False,False,False
8509,criticals33,Critical Damage,-8019.59,-5206.51,228,2,10,False,False,False
45569,criticals34,Spell Critical Damage,-8183.59,-5490.56,228,2,22,False,False,False
55596,criticals35,Critical Damage,-8390.85,-5181.53,228,3,16,False,False,False
28267,criticals40,Desensitisation,-7812.34,-5515.53,228,3,4,True,False,False
35085,mastery_criticals66,Critical Mastery,-8101.59,-5348.53,228,0,0,False,False,False
35048,criticals60,Attack Critical Chance,-7966.51,4294.84,238,2,12,False,False,False
26176,criticals61,Attack Critical Damage,-7824.49,4212.84,238,2,8,False,False,False
43650,criticals62,Critical Chance and Damage,-8007.51,4059.83,238,1,11,False,False,False
21070,criticals63,Attack Critical Chance,-8183.02,4005.84,238,7,20,False,False,False
57388,criticals64,Overwhelming Strike,-8133.51,3841.59,238,3,22,True,False,False
53386,criticals65,Attack Critical Damage,-7966.51,3880.84,238,7,0,False,False,False
9698,mastery_critical_6414,Critical Mastery,-8048.51,3988.82,238,2,22,False,False,False
41147,armour42,Armour and  Applies to Lightning Damage,-7940.6,6790.76,242,2,14,False,False,False
23797,armour43,Armour and  Applies to Lightning Damage,-7716.58,6730.73,242,2,8,False,False,False
31370,armour44,Armour and  Applies to Lightning Damage,-8000.63,6566.73,242,2,20,False,False,False
32448,armour45_,Shockproof,-7776.6,6506.71,242,2,2,True,False,False
4621,oracle_beast_corruption1,Stun and Elemental Threshold,-7598.42,-9274.8,243,4,30,False,False,False
54297,oracle_beast_corruption10,Life Costs and Chaos Damage,-7419.8,-9453.42,243,4,24,False,False,False
24993,oracle_beast_corruption11_,Life Costs and Chaos Damage,-7519.81,-9783.87,243,3,5,False,False,False
43721,oracle_beast_corruption12,Life Costs and Chaos Damage,-7842.42,-10185.4,243,4,0,False,False,False
9554,oracle_beast_corruption13,Life Costs and Chaos Damage,-8485.14,-10236.7,243,6,62,False,False,False
11160,oracle_beast_corruption14,Relinquish Your Life,-7988.12,-10523.7,243,6,70,True,False,False
49769,oracle_beast_corruption15_,Corruption Endures,-7958.39,-9813.39,243,2,21,True,False,False
16332,oracle_beast_corruption2,Stun Threshold,-8381.72,-10340.1,243,6,64,False,False,False
1628,oracle_beast_corruption3_,Stun Threshold,-8265.04,-9941.42,243,4,60,False,False,False
57202,oracle_beast_corruption4,Stun Threshold,-7842.42,-9533.42,243,2,12,False,False,False
3681,oracle_beast_corruption5,Elemental Threshold,-8330.42,-9697.42,243,4,54,False,False,False
57386,oracle_beast_corruption6,Elemental Threshold,-7928.87,-9374.81,243,3,13,False,False,False
8723,oracle_beast_corruption7,Flesh Withstands,-8668.68,-9843.12,243,6,56,True,False,False
49258,oracle_beast_corruption8,Life Costs and Chaos Damage,-8086.42,-10120,243,4,66,False,False,False
25678,oracle_beast_corruption9,Life Costs and Chaos Damage,-7678.42,-9697.42,243,2,6,False,False,False
21374,oracle_beast_corruption_mastery1,Life Mastery,-8019.2,-9874.2,243,7,21,False,False,False
2946,mastery_fire_resistance_6526,Fire Resistance Mastery,-7571.36,8131.27,253,1,1,False,False,False
62518,maximum_resistances1,Fire Resistance,-7289.75,8288.73,253,3,7,False,False,False
4547,maximum_resistances20,Unnatural Resilience,-7612.36,8202.29,253,0,0,True,False,False
41414,maximum_resistances5,Cold Resistance,-7677.07,7960.8,253,7,23,False,False,False
41363,maximum_resistances9,Lightning Resistance,-7267.3,7857.22,253,4,9,False,False,False
29197,oracle_archon_crit1,Archon Duration and Critical Damage,-7782.46,-5289.7,254,7,15,False,False,False
23436,oracle_archon_crit2,Archon Duration and Critical Damage,-7731.99,-4995.1,254,4,39,False,False,False
26300,oracle_archon_crit3,Archon Duration and Critical Damage,-7435.64,-4831.86,254,5,33,False,False,False
11428,oracle_archon_crit4,Exhaust All Power,-7447.27,-5424.03,254,2,7,True,False,False
43653,cold20,Cold Damage,-7134.25,-1100.19,259,4,9,False,False,False
48171,cold21,Cold Damage,-7037.04,-961.363,259,4,13,False,False,False
26518,cold30,Cold Nature,-7273.08,-1197.4,259,4,5,True,False,False
40803,cold31,Sigil of Ice,-7007.94,-628.821,259,4,21,True,False,False
3218,elemental5,Elemental Damage,-6993.17,-797.657,259,4,17,False,False,False
34317,mastery_elemental99,Elemental Mastery,-7383.29,-7035.15,270,0,0,False,False,False
8145,oracle1,Fire Penetration,-7465.29,-7035.15,270,1,9,False,False,False
2344,oracle12,Dimensional Weakspot,-7133.29,-7035.15,270,7,6,True,False,False
23331,oracle2,Fire Penetration,-7301.29,-7035.15,270,1,3,False,False,False
30959,oracle3,Cold Penetration,-7465.29,-6893.12,270,2,14,False,False,False
31778,oracle4,Cold Penetration,-7301.29,-6893.12,270,2,10,False,False,False
12992,oracle5,Lightning Penetration,-7465.29,-7177.17,270,2,22,False,False,False
16485,oracle6,Lightning Penetration,-7301.29,-7177.17,270,2,2,False,False,False
296,oracle7,Elemental Penetration,-7633.29,-7035.15,270,7,18,False,False,False
24430,elemental9,Elemental Damage,-7495.15,-793.725,275,4,66,False,False,False
47191,fire1_,Fire Damage,-7709.71,-538.011,275,4,58,False,False,False
3601,fire2,Fire Damage,-7624.97,-684.785,275,4,62,False,False,False
8554,fire30,Burning Nature,-7739.15,-371.105,275,4,54,True,False,False
63037,fire31,Sigil of Fire,-7335.89,-851.691,275,4,70,True,False,False
50629,elemental3,Elemental Damage,-7241.96,-651.555,276,0,0,False,False,False
44298,mastery_elemental93,Elemental Mastery,-7240.77,-656.165,277,0,0,False,False,False
17725,criticals101,Bonded Precision,-7063.4,-2210.03,278,7,10,True,False,False
24420,criticals93_,Critical Chance,-7313.4,-2643.04,278,7,22,False,False,False
33829,criticals94,Critical Chance,-7063.4,-2643.04,278,7,2,False,False,False
18737,criticals95,Critical Chance,-6938.4,-2426.53,278,7,6,False,False,False
9221,mastery_critical_269,Critical Mastery,-7188.4,-2426.53,278,0,0,False,False,False
9442,wolf12,Warcry Speed,-7352.4,-2426.53,278,2,18,False,False,False
37260,wolf13_,Warcry Speed,-7230.84,-2268.12,278,2,13,False,False,False
30395,wolf14,Howling Beast,-7117.38,-2467.53,278,1,2,True,False,False
50062,energy_shield_and_armour13,Barrier of Venarius,-6998.06,-3208.51,284,2,2,True,False,False
64357,energy_shield_and_armour16_,Armour and Energy Shield,-6938.04,-2984.48,284,2,8,False,False,False
6416,energy_shield_and_armour4,Armour and Energy Shield,-7222.09,-3148.48,284,2,20,False,False,False
506,energy_shield_and_armour9,Armour and Energy Shield,-7162.06,-2924.46,284,2,14,False,False,False
37641,mastery_armour9,Armour and Energy Shield Mastery,-7080.06,-3066.48,284,0,0,False,False,False
23930,elemental8_,Elemental Damage,-7240.25,-363.325,285,4,40,False,False,False
30662,lightning1_,Lightning Damage,-6906.44,-363.325,285,4,32,False,False,False
45383,lightning3,Lightning Damage,-7073.34,-333.895,285,4,36,False,False,False
26291,lightning30,Electrifying Nature,-6759.66,-448.065,285,4,28,True,False,False
46024,lightning31,Sigil of Lightning,-7387.03,-448.065,285,4,44,True,False,False
65509,energy_shield_and_armour41,Armour Applies to Elemental Damage and Energy Shield Delay,-7237.17,-3365.02,286,3,22,False,False,False
41384,energy_shield_and_armour42,Armour Applies to Elemental Damage and Energy Shield Delay,-6780.92,-3242.76,286,3,4,False,False,False
51672,energy_shield_and_armour43,Armour Applies to Elemental Damage and Energy Shield Delay,-6903.17,-2786.51,286,3,10,False,False,False
31955,energy_shield_and_armour44,Voll's Protection,-7359.43,-2908.76,286,3,16,True,False,False
61973,AscendancyMercenary2Notable1,Pitiless Killer,-7583.45,19467.3,288,6,44,True,False,False
38601,AscendancyMercenary2Notable5,Obsessive Rituals,-6504.86,19467.3,288,6,28,True,False,False
43131,AscendancyMercenary2Small1,Damage vs Low Life Enemies,-7412.17,19835.7,288,8,40,False,False,False
40719,AscendancyMercenary2Small2,Damage vs Low Life Enemies,-7582.34,19201.4,288,5,47,False,False,False
61897,AscendancyMercenary2Small5,Armour and Evasion,-6676.14,19835.7,288,8,32,False,False,False
34501,AscendancyMercenary2Small6,Armour and Evasion,-6505.97,19201.4,288,5,25,False,False,False
7120,AscendancyMercenary2Start,Witchhunter,-7044.15,20144.6,288,9,72,False,False,False
52993,oracle_glory_elemental1,Elemental Damage,-6821.89,-1824.91,293,7,4,False,False,False
9414,oracle_glory_elemental2_,Elemental Damage,-7154.36,-1815.87,293,2,21,False,False,False
32768,oracle_glory_elemental3_,Glory Generation,-7196.81,-1657.46,293,2,17,False,False,False
8107,oracle_glory_elemental4,Glory Generation,-6913.4,-1483.4,293,7,10,False,False,False
18081,oracle_glory_elemental5_,Call Upon the Deep,-6715.78,-1613.46,293,3,7,True,False,False
14980,oracle_glory_elemental_mastery1,Elemental Mastery,-7038.4,-1699.91,293,0,0,False,False,False
13693,cold58,Rhythm of Ice,-6958.05,-4267.12,298,0,0,True,False,False
45632,mana16,Mind Eraser,-7179.99,-5604.12,299,7,19,True,False,False
25503,mana5,Mana Regeneration,-7155.01,-5414.42,299,7,16,False,False,False
27068,mana6,Mana Regeneration,-7063.5,-5322.91,299,7,14,False,False,False
35831,mana7,Mana Regeneration,-6761.73,-5362.64,299,7,9,False,False,False
27388,mana_regeneration20,Aspiring Genius,-7003.21,-5780.9,299,7,23,True,False,False
28578,mana_regeneration3,Mana Regeneration and Critical Chance,-6813.5,-5755.92,299,7,2,False,False,False
904,mana_regeneration4,Mana Regeneration and Critical Chance,-6722,-5664.42,299,7,4,False,False,False
24551,mastery_mana_6596,Mana Mastery,-6938.5,-5539.42,299,0,0,False,False,False
48935,oracle_flat_lightning1,Attack Added Lighting Damage,-6610.4,-475.569,306,3,3,False,False,False
61367,oracle_flat_lightning2,Attack Added Lighting Damage,-6764.57,-97.3668,306,2,10,False,False,False
64239,oracle_flat_lightning3_,Innate Rune,-7004.99,-196.949,306,2,17,True,False,False
2733,oracle_lightning_mastery1,Lightning Mastery,-6846.57,-239.395,306,0,0,False,False,False
50757,mastery_evasion108,Evasion Mastery,-6813.53,-3551.71,308,0,0,False,False,False
62303,slow_mitigation17,Ailment Threshold and Slow Effect on You,-6878.24,-3793.2,308,7,23,False,False,False
33045,slow_mitigation18,Ailment Threshold and Slow Effect on You,-7093.44,-3951.46,308,4,65,False,False,False
59938,slow_mitigation19_,Against the Elements,-6813.53,-3551.71,308,0,0,True,False,False
8553,cold52,Cold Damage,-6788.28,-4451.88,309,0,0,False,False,False
34331,elemental19,Fire and Cold Damage,-6782.96,-4268.65,310,0,0,False,False,False
20390,mastery_elemental_6472,Elemental Mastery,-6782,-4265.36,311,0,0,False,False,False
51328,cold54,Cold Damage,-6534.71,-4055.73,320,0,0,False,False,False
22270,accuracy50,Accuracy,-6444.33,-5465.1,327,2,13,False,False,False
1144,accuracy51,Accuracy,-6243.47,-5581.07,327,2,7,False,False,False
12471,accuracy52,Attack Elemental Damage,-6560.3,-5665.96,327,2,19,False,False,False
19942,accuracy53,Attack Elemental Damage,-6359.44,-5781.93,327,2,1,False,False,False
42070,accuracy54_,Saqawal's Guidance,-6401.88,-5623.51,327,0,0,True,False,False
26148,mastery_accuracy2,Accuracy Mastery,-6401.88,-5623.51,327,0,0,False,False,False
37415,cold53_,Cold Damage,-6394.63,-4266.42,328,0,0,False,False,False
43711,getting_hit14,Thornhide,-6534.69,420.575,331,2,18,True,False,False
5544,getting_hit22,Thorn Critical Damage,-6288.69,562.603,331,2,10,False,False,False
14459,getting_hit23,Thorn Critical Damage,-6288.69,278.547,331,2,2,False,False,False
32777,mastery_shapeshifting_6683,Shapeshifting Mastery,-6355.24,-3106.76,340,2,15,False,False,False
17625,shapeshifting14,Rage on Hit,-6062.5,-3045.95,340,7,9,False,False,False
59710,shapeshifting15,Shapeshifting Spell Damage,-6416.05,-3399.5,340,7,21,False,False,False
21567,shapeshifting16,Shapeshifting Spell Damage,-6303.98,-3464.21,340,7,23,False,False,False
18822,shapeshifting17,Damage,-6280.27,-3151.71,340,1,7,False,False,False
10873,shapeshifting18,Bestial Rage,-6239.27,-2888.72,340,3,12,True,False,False
52618,shapeshifting19,Boon of the Beast,-6573.27,-3222.72,340,3,18,True,False,False
47790,shapeshifting4,Rage on Hit,-5997.79,-3158.02,340,7,7,False,False,False
8982,chill_and_freeze26,Freeze Buildup and Skill Effect Duration,-6160.01,-9175.97,350,3,12,False,False,False
58926,chill_and_freeze27,Freeze Buildup,-6376.52,-9384.97,350,7,16,False,False,False
64572,chill_and_freeze28,Freeze Buildup,-6376.52,-9634.97,350,7,20,False,False,False
14952,chill_and_freeze29,Skill Effect Duration,-5943.51,-9384.97,350,7,8,False,False,False
21985,chill_and_freeze30,Skill Effect Duration,-5943.51,-9634.97,350,7,4,False,False,False
48925,chill_and_freeze31_,Blessing of the Moon,-6160.01,-9759.97,350,7,0,True,False,False
54887,mastery_projectile203,Cold Mastery,-6160.01,-9509.97,350,0,0,False,False,False
35408,focus1,Focus Energy Shield,-6212.5,-8611.42,354,2,16,False,False,False
24767,focus4,Focus Energy Shield,-5928.45,-8611.42,354,2,8,False,False,False
41180,mastery_shapeshifting_6682,Shapeshifting Mastery,-6051.67,-646.185,355,0,0,False,False,False
6222,shapeshifting1,Shapeshifted Damage,-5986.97,-404.704,355,7,11,False,False,False
17260,shapeshifting11,Piercing Claw,-5884.67,-935.438,355,3,2,True,False,False
61703,shapeshifting12,Sharpened Claw,-6340.93,-813.185,355,3,20,True,False,False
9037,shapeshifting2,Shapeshifted Skill Speed,-6094.12,-804.597,355,2,23,False,False,False
57608,shapeshifting3,Shapeshifted Physical Damage,-6167.64,-530.219,355,2,15,False,False,False
32353,shapeshifting5,Swift Claw,-6138.12,-968.804,355,3,23,True,False,False
65189,shapeshifting7,Shapeshifted Elemental Penetration,-5893.26,-603.739,355,2,7,False,False,False
29126,oracle_shapeshifting_path1,Shapeshifted Elemental Damage,-6161.75,-1297.56,356,7,14,False,False,False
28770,oracle_shapeshifting_path2_,Shapeshifted Elemental Damage,-5911.75,-1730.57,356,7,2,False,False,False
479,oracle_shapeshifting_path3,Hidden Forms,-6036.75,-1514.07,356,0,0,True,False,False
21017,criticals68,Critical Chance,-6026.21,540.885,357,5,0,False,False,False
26969,criticals69,Critical Chance,-6152.52,726.513,357,4,69,False,False,False
16861,criticals70,Critical Chance,-6193.21,908.632,357,3,22,False,False,False
55789,criticals71,Critical Damage,-5899.91,726.513,357,4,3,False,False,False
41665,criticals72,Critical Damage,-5859.21,908.633,357,3,2,False,False,False
27303,criticals73,Vulgar Methods,-6242.72,1322.89,357,7,16,True,False,False
50562,criticals74,Barbaric Strength,-5809.71,1322.89,357,7,8,True,False,False
43142,mastery_critical_6415,Critical Mastery,-6026.21,1197.89,357,0,0,False,False,False
64318,elemental1,Elemental Penetration,-5745.67,-7959.35,372,3,2,False,False,False
5088,elemental10,Elemental,-6246.67,-7670.09,372,3,18,False,False,False
55101,elemental11_,Elemental Damage,-5912.67,-7336.09,372,3,12,False,False,False
43893,elemental12,Elemental Damage,-5745.67,-7380.84,372,3,10,False,False,False
26739,elemental13,Elemental Damage,-5623.41,-7503.09,372,3,8,False,False,False
61063,elemental2,Elemental Penetration,-5912.67,-8004.09,372,3,0,False,False,False
38535,elemental33,Stormcharged,-6156.67,-8092.72,372,4,66,True,False,False
7777,elemental37_,Breaking Point,-5424.67,-7670.09,372,4,18,True,False,False
58016,elemental39,All Natural,-6156.67,-7247.47,372,4,42,True,False,False
22873,elemental4,Elemental Penetration,-5623.41,-7837.09,372,3,4,False,False,False
16596,elemental6,Speed with Elemental Skills,-6201.92,-7837.09,372,3,20,False,False,False
49537,elemental7,Speed with Elemental Skills,-6201.92,-7503.09,372,3,16,False,False,False
